Gene_Name,Control 1,Control 2,Experimental 1,Experimental 2,Control3,Control4,Control5,Control6,Control7,Experimental10,Expeirmental11,Exp12,Exp13,Exp14,Exp15,Exp16,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22
1473,2023,2752,1312,73,3715,2310,3667,3096,1574,838,381,4409,4033,417,3833,4587,1667,3984,3517,50,2419,4474,2595,3439,791,2768,2845,2161,2942,4828,4822,1821,4166,4267,266,687,1135,4663,4626,4339,444,4379,3378,3046,364,3072,2942,331,2321,55,4662,2028,3949,4736,3856,4722,2495,2279,1677,4333,3533,4674,641,1884
1474,3745,4656,351,1280,525,2529,2729,3943,2966,2386,4645,527,2407,2553,1124,4078,4263,4280,2721,3922,4545,1692,159,3311,2057,2981,3350,981,475,768,1571,1634,1169,1729,4380,1742,2205,185,446,1584,1668,4356,494,1305,1910,4429,4011,2733,159,622,2718,738,4583,3870,2459,4593,1957,2352,1500,3588,376,4289,3160,4754
1475,1952,3283,4658,1004,3094,3320,2163,1822,2149,708,2083,3726,3671,3862,3109,3185,1957,3662,1857,2416,255,2349,4881,2153,4352,3384,2665,1735,4018,4388,3811,4967,1349,786,4743,4364,4445,1924,866,2846,4763,3413,3632,1072,3660,3521,345,238,2101,1722,4637,3238,3487,1675,2815,1794,2811,4309,4818,2664,2017,2366,2465,575
1476,2723,4612,1485,1108,4019,641,474,862,863,4416,1940,91,754,3177,1460,706,197,2457,15,4981,2454,1915,2724,1127,995,3167,3860,2456,1860,187,1415,925,74,1340,3335,1833,260,3786,1571,4743,3783,936,673,731,2853,175,411,529,861,3586,3214,1122,922,1088,3881,4677,3527,434,4330,2209,1383,1990,1614,4902
1477,3877,567,3054,1995,3243,4121,4530,1852,4091,1813,3170,4717,1582,4280,177,3064,1208,3506,1533,98,4628,3984,3839,3244,3462,4046,3609,4026,4759,1219,253,1741,903,805,1375,1128,4539,3917,3774,3368,4931,3247,2759,471,2891,2281,2919,1669,2745,1394,2564,2661,3233,1602,3364,2350,91,2241,4201,4656,1637,3250,2819,1661
1478,3159,188,4691,1766,2135,1735,223,107,2513,4591,1673,1959,5000,4259,1447,4169,2814,4100,51,667,1031,914,2316,2460,305,1577,1564,3876,1562,881,341,1231,4555,3481,4940,2303,4228,3210,3485,949,3992,4248,3354,4662,1834,1533,557,4210,2155,1915,2919,1745,2265,2337,494,2064,1644,3757,2556,512,875,71,1018,4928
1479,2661,3820,1583,1658,2499,3685,1731,4152,985,3394,776,2299,2639,299,1426,3482,2136,2106,4828,3556,1177,252,1331,780,4718,3310,339,3344,3147,4374,4521,1340,3531,723,4778,3109,3575,2941,4460,4255,4229,4106,4365,806,696,1752,4316,1714,3503,309,858,2254,1527,3203,1512,2242,4943,2873,3452,137,3785,4109,4321,1181
1480,2067,4875,440,2274,3840,201,4169,838,3623,4693,2500,1127,4935,94,3251,4008,182,3405,2725,698,2851,1740,1003,2113,2819,2487,4456,2891,1018,2343,866,349,3550,493,4516,2434,4881,3685,129,4360,1432,4151,3113,1025,657,766,707,1292,2648,3276,240,4498,3050,1707,4232,2131,3743,273,4748,4379,1076,4037,3440,2988
1481,617,1832,4395,1763,4022,1084,4308,21,3561,4117,2308,1152,4374,2486,1829,2297,4618,365,3954,1708,616,1152,1432,2118,4706,3534,4242,4392,4111,984,4971,4022,286,4186,1857,3184,3434,1513,2521,475,4331,1846,2479,350,4799,2602,1067,3646,1587,4006,4829,1973,519,4635,584,4866,3656,4974,4255,1155,2302,885,353,2685
1482,2990,977,2379,3104,488,785,219,509,292,1988,3452,4300,2989,600,2693,511,4291,2001,4331,1350,3504,3082,4770,3274,774,4572,936,2051,2356,3315,1111,2867,3723,1864,4066,4718,3129,3098,1920,3539,149,4163,1817,2796,2608,3972,739,3360,2587,3693,4434,3807,921,2636,1161,2722,2085,4171,1892,1295,2873,1925,2538,3019
1483,3869,1581,123,3971,4379,295,3817,1210,4930,4077,3910,4912,4272,3884,1081,3397,581,765,4300,3542,4110,2758,2072,2586,711,4907,675,3341,2514,539,1004,2653,964,3531,1790,4223,3085,4171,4211,1527,2808,109,4377,1128,3448,2950,4168,4311,4544,1549,1286,1178,1805,2298,1141,2714,989,203,4320,2837,4843,4337,2017,735
1484,1567,1226,645,1146,1360,826,2425,211,2285,404,4561,1658,4336,3454,2178,4356,2387,2563,3755,2881,1194,88,1256,773,4305,4759,1431,4013,1285,4601,3597,1488,311,2474,1361,1036,1249,1265,3688,3327,953,4152,2114,3334,273,1644,1373,4215,3496,222,1493,2979,338,3575,881,4457,3519,2165,3081,398,627,2524,4880,763
1485,2089,772,2191,972,2939,2471,3654,354,1284,4264,4434,1432,4747,1278,2363,3124,4810,3389,2042,1036,3014,2640,4152,1281,2114,480,330,3775,4014,1491,4994,91,1984,1582,527,886,3684,2064,4590,484,2236,3996,1667,824,3331,1418,2871,4700,1435,2368,729,4998,288,1612,3823,376,655,4948,1709,4612,460,3540,4704,3197
1486,1787,1793,3017,373,2781,900,2907,745,3766,355,1290,3278,2520,368,3604,1672,614,2263,2793,2872,3259,3780,194,2116,415,794,1577,273,4417,156,2410,21,3455,2931,261,2803,945,1209,359,3884,195,934,4645,842,1325,748,2057,749,2324,994,4497,4138,1317,4675,1592,2833,594,2699,4348,1971,3417,4462,1004,2331
1487,4895,2759,4139,1518,2029,4175,1717,772,220,3081,1697,1996,1261,4118,1495,2912,2400,506,139,3065,3460,603,3461,4971,1316,1960,2011,2021,732,1040,1743,3050,1817,950,1696,273,3286,2281,2103,4769,3105,3290,2291,856,3410,3236,1618,3109,4527,1746,1536,3088,666,1842,915,2190,1230,3062,3820,2556,638,3063,738,3592
1488,1796,2560,1768,0,2538,1561,3870,695,1687,1948,4604,1910,1090,2746,4114,2260,3449,2962,3979,4290,4842,4557,2528,1384,4008,3350,2070,2107,3207,4477,285,1016,2826,1771,1426,81,1396,2760,251,2386,1868,3689,4324,897,4206,2471,844,3134,673,2140,2612,3569,2151,934,2727,578,2118,1365,1062,1081,3831,302,915,5000
1489,3170,3596,1134,2456,1417,505,4555,2742,2394,4129,4213,2248,1999,3430,2149,4918,3291,499,1131,1783,2578,3667,4402,189,642,1633,556,1880,389,285,97,3884,1297,2937,2960,4224,1056,2092,3403,382,92,2234,165,2077,2519,2815,3313,2408,3886,1754,55,4557,2519,2727,2268,3190,2442,3361,3800,3901,2470,4789,1126,3832
1490,3772,4749,1445,382,615,3300,4724,2570,1538,3443,3466,3764,2934,3740,1439,46,927,4950,1293,2309,3636,805,1764,90,2054,4664,1451,2962,2099,1746,2266,1028,3929,3083,2635,2773,3124,2941,3348,1264,4535,3783,1550,4867,631,60,3881,579,645,1053,142,344,2,1750,402,1462,3521,4598,1123,813,3102,4792,339,2417
1491,2806,1994,4396,4571,3378,4630,3705,514,278,1622,59,2139,2733,2124,305,1107,619,3043,1964,3837,3123,1104,1380,4442,1325,1557,3169,4520,2447,4421,514,158,2611,1546,3850,998,594,852,2342,4936,4691,871,634,1991,1183,4191,2707,4285,1560,2707,3136,2809,4378,2157,3902,4580,4022,1113,2292,453,3533,2262,2739,371
1492,588,2749,3305,2659,143,2053,3566,856,4074,2198,3970,549,4825,684,4491,3361,3169,4187,1738,3105,792,2999,2935,2110,919,2456,3964,1123,4860,2522,3780,2231,4631,3633,3886,1801,2820,4231,2152,2132,668,3345,3593,205,4565,1104,1890,2772,1088,3535,2249,4856,2152,1412,3178,5000,4583,1291,1819,2287,3055,349,4331,3606
1493,821,930,1534,4187,3543,55,4369,3307,1305,1957,431,89,4170,307,1948,2833,3009,3580,1464,1441,4917,1565,2157,2241,768,1355,322,4678,3321,4070,1417,4125,1375,4432,4297,4551,2017,4744,434,4705,2706,72,4369,3654,2584,1525,1511,4890,2574,4161,3814,1169,1266,3629,4648,3762,2850,647,3668,2658,267,261,4316,4049
1494,957,4814,2115,2308,576,1838,4857,2356,660,2008,2417,1687,1337,4564,3297,839,2862,2237,2539,2611,782,817,3656,4376,2625,3751,4031,2815,439,2863,458,3193,4185,2079,3737,3970,581,3598,0,4237,409,13,2346,4497,2716,1633,633,913,1532,496,3202,2149,4355,614,255,733,295,672,592,4231,427,1388,1853,1828
1495,4452,1083,4031,3523,1620,1400,986,2832,462,1840,4258,1395,1503,2073,2618,3606,4951,3796,2055,3308,930,2775,3862,4855,4434,1129,2541,662,1366,1427,4266,2583,2930,3039,2268,1542,4203,1878,1174,4256,2085,425,3043,2441,4236,1271,2184,371,947,2296,1278,807,944,3120,1623,43,902,3745,4177,1215,1144,4552,2528,3038
1496,2591,3592,1187,2003,2955,4873,3461,1840,601,1801,1653,3879,332,3778,2726,541,1520,3570,1071,4779,1284,2679,1110,3488,3852,3467,3746,4839,3154,3414,4656,49,677,637,4269,1636,3605,446,4341,3589,4416,4750,3717,4132,2679,40,1359,3097,3830,2845,1000,4399,4175,4227,301,3847,599,4425,3490,3416,2362,3358,451,166
1497,1791,2734,4027,4192,1960,2827,1558,1872,621,988,933,876,2393,4572,1133,2084,1846,784,1477,2436,911,3278,3091,2015,4843,782,508,3698,1755,2696,3178,3068,295,3838,1633,2246,1091,1261,3861,3655,4633,228,1754,3379,2335,1470,425,2649,1715,4544,4761,3225,2000,4701,853,1714,2049,993,1946,1273,356,551,1346,4313
1498,4643,4949,3639,4412,1196,4791,87,2532,294,176,735,3278,3795,1535,2305,87,1436,3499,1169,1376,1508,3510,1504,2997,347,2933,1869,3754,279,1549,2101,3921,2162,2198,1645,2415,4154,973,351,1358,3343,202,185,1401,869,3922,2876,1261,4913,3393,4355,2026,1147,3151,2113,297,2975,943,3944,2793,2691,1461,825,820
1499,358,781,2010,671,2427,1380,2054,416,969,1036,569,2176,2093,2245,2794,3784,4835,3202,2762,406,4572,3124,3738,2100,3938,1525,4992,931,3199,656,1025,1504,3981,4548,3582,3758,4499,1578,2973,2297,4085,376,2385,1941,2889,2030,1805,2207,2855,870,4428,4177,4201,618,198,4737,3518,4065,4279,3016,121,357,171,1587
1500,3570,3400,3552,253,2309,2570,416,4158,4723,4793,2368,1618,3493,606,2421,1992,327,4141,1685,3104,1493,1858,3137,144,1026,2810,493,613,3275,2134,1967,2242,1870,262,2196,562,416,1812,2100,661,512,2815,2806,3130,3572,4307,1772,4416,243,84,4927,1455,102,506,2404,291,4848,3068,497,1008,986,4753,539,3093
1501,2587,2055,1953,3616,737,507,4154,2834,1147,1507,3956,258,2612,4779,912,1937,4876,4964,2190,4585,118,4644,3265,4625,2035,2991,2384,568,1703,2757,2296,4206,1545,634,179,1553,436,4749,4615,1213,3106,3663,779,2909,2866,460,3780,4025,1204,2511,3334,4788,1910,2426,4643,713,1252,2161,2798,457,584,4739,1774,2858
1502,1842,220,560,943,362,2681,668,965,1113,392,4005,2258,110,1245,146,198,1546,367,1650,2924,500,1337,4967,31,3016,3841,4811,3181,3254,2054,1435,1752,2257,3599,4533,2938,2170,857,4358,2064,4610,578,1266,2921,1668,4336,4975,2763,3082,1686,639,655,2465,4209,4021,3147,3679,8,1794,1329,3189,2549,4757,2183
1503,2180,2688,3762,3753,2671,2094,50,4659,1414,4351,4520,1026,1299,4123,1969,3267,742,1362,2842,1972,2696,1351,1546,2147,2209,844,1749,1064,3753,4429,2922,1849,3310,1799,1385,3979,3638,1791,167,3671,3955,710,219,235,3171,4434,4027,2976,4330,4797,4548,4196,2497,2949,3712,4356,2470,2762,4537,960,4511,613,3445,4641
1504,2848,2510,3623,186,2271,1920,3256,1663,3162,451,4003,2352,4770,4450,2185,3,1846,185,2316,4761,311,703,1600,3985,3132,1546,4811,4897,4814,4509,470,409,4506,2848,573,139,1760,2830,3964,1266,1427,3914,4557,543,3075,1248,3836,1286,3031,2329,1783,4531,3584,3014,3753,2666,1325,20,227,3965,2975,252,2493,3009
1505,1229,2823,3042,2309,3886,4950,2892,2989,631,1138,4379,292,3483,1313,381,1821,2208,2429,2516,3325,4295,1248,1711,2909,3044,1767,2945,4897,1015,4493,3914,3980,4087,3922,3727,3149,2417,2743,1695,3080,2183,3877,2484,4810,197,2789,1649,2644,2487,2901,329,3264,573,1405,7,4047,3657,1824,272,2353,2348,4133,2855,3199
1506,4266,449,2485,312,784,3819,1707,4538,4841,49,4162,4391,629,3316,628,4883,4761,3652,2110,4172,699,317,4462,501,1489,4023,835,3514,39,100,4151,20,2941,4511,4258,1989,1592,2949,4766,1652,3037,4954,2248,1753,438,4064,598,1069,834,1226,3639,917,20,2666,2201,877,342,2317,2886,2054,4632,1861,2965,1018
1507,3774,2127,2456,3744,4205,4597,2943,2061,1646,214,3853,2876,4822,4975,254,3788,3917,2007,1912,3632,2033,1983,3713,73,4762,4324,3327,685,2932,2656,4160,1999,4699,587,3806,3283,41,306,4533,1765,3145,3078,2512,1655,863,2219,2660,2747,3294,4914,1393,2571,2513,4931,741,1167,2103,1676,3537,487,87,1690,4493,2422
1508,1011,762,3937,2349,4273,121,3417,2579,3507,267,837,362,3545,748,985,1248,4155,1768,2642,4560,2540,298,3315,4183,3231,2668,2419,126,3964,1129,1733,4654,2905,4561,4074,2315,1582,2451,1921,3520,3738,672,3518,3112,3519,3244,4024,1782,3329,1736,2672,4483,4127,1939,3565,1510,4575,3267,3805,3562,3270,3143,4298,3237
1509,3975,4889,2872,4719,321,3617,4724,3458,4766,3023,2901,2050,856,3602,4272,2242,3290,583,774,4136,2664,623,4111,2236,1958,912,3183,908,4806,4924,2670,3259,520,4821,4817,1443,287,2168,392,3474,383,1194,87,3976,3173,4617,2530,3447,4471,2978,1164,1625,4314,4596,3164,2895,2031,1206,2686,1368,1995,4356,4930,4891
1510,690,653,2469,2702,4715,4415,103,1850,628,1302,2492,4872,1641,4670,1721,3857,61,4809,3184,3298,3263,2636,455,3046,4320,1175,1482,310,3007,4035,1080,1401,4724,3099,2754,4239,3253,4089,3233,4811,2792,4136,2172,4482,990,592,1200,4529,2797,2864,1797,4986,630,2768,4281,1439,2641,4367,397,1676,2032,2096,2522,3148
1511,2140,3640,401,1283,662,3769,4749,457,3505,1371,3519,4723,2820,3279,4402,1126,1711,1724,4048,910,676,3730,4516,4095,2169,3132,1310,1424,558,1623,2176,78,3903,822,3163,617,3989,3793,3620,1555,3546,3506,1394,642,896,2090,2492,1929,842,1391,2087,2831,1601,325,2936,3117,2592,3481,2425,1269,1849,2696,1116,3703
1512,1472,4859,1293,2188,4023,4204,2803,4896,4589,1393,2284,808,4808,4760,1655,1420,2351,4935,3471,478,3143,952,762,2296,76,999,537,2439,2495,4160,2906,3374,389,3004,3053,2930,885,110,4696,3440,3141,609,868,3809,2428,2807,2913,1922,2365,1296,4213,1894,3268,2714,131,1430,2563,572,3929,2472,4207,2964,923,1630
1513,553,1103,2961,3484,1155,122,47,855,153,3173,963,4190,1162,2436,829,2129,123,3627,4063,4518,4887,1374,2616,4680,1377,1596,2825,1601,3173,4777,3942,2502,3127,229,134,3066,3466,4181,4236,3203,1558,529,2410,2229,50,2444,2043,2629,1918,231,3421,143,2466,758,4408,1850,2869,212,4302,2774,4130,380,4971,1738
1514,4277,3234,265,1793,3973,3883,3576,2076,1369,1037,2749,3870,383,640,4712,1242,2766,2597,4313,2746,1409,3728,4069,1516,463,2420,3631,4519,1065,1892,947,2867,1926,1033,2545,771,371,2379,3623,2462,1385,4140,2042,3285,3005,3428,3664,4322,4893,1103,1951,438,958,527,4850,3207,978,2312,2504,1718,4622,466,582,4046
1515,2742,1755,995,4786,3254,1136,964,3896,3465,173,1512,1760,156,390,1144,4299,4869,2053,1944,4197,2497,1373,2919,4659,3129,3595,207,995,1576,598,813,4925,598,421,1503,787,436,1077,4603,2959,525,3914,1386,2279,3914,383,4313,3194,2515,4438,2718,3582,2177,1562,921,2300,4053,3746,2986,3892,2289,4115,1890,4035
1516,1176,2037,4430,3786,4527,1173,3364,2141,4617,4252,3141,1942,2492,324,611,1395,3433,3030,623,2092,4656,69,2268,4222,2681,3282,1941,3648,3445,3633,4955,4250,1871,3321,4490,4173,2191,1501,430,1358,4563,1368,4958,3829,1105,3392,105,3139,3473,1930,2381,1146,1433,1275,3065,1315,1151,1350,1604,2801,586,4049,4533,3153
1517,604,4252,44,4497,2740,2580,2393,2629,3237,124,2683,271,1045,2254,90,2895,3866,4090,4696,3880,4412,1439,2878,1591,3324,2745,2015,4809,3788,285,3855,4853,3910,503,2838,2882,4719,3166,534,1610,3953,4875,699,2143,2291,4511,1500,691,2709,2084,378,3825,3694,721,3674,3196,2032,392,993,4967,127,523,2980,2080
1518,825,2082,3564,4974,447,4554,2301,2530,2212,164,666,4507,2156,237,4631,2502,542,3934,2259,4159,483,1319,2151,598,879,1092,4477,2993,1588,2997,2223,3686,4173,598,128,3530,4155,3553,3038,4388,3085,2648,4137,138,4641,1627,4717,1011,2715,4509,1439,2994,4373,3262,952,2756,335,3981,4678,877,672,4966,3559,3642
1519,2516,2478,304,1988,3009,1096,4979,948,1737,2381,4341,4862,495,2289,2777,3151,1331,2737,2188,2784,4873,2445,98,4633,495,1414,1813,3117,583,4575,1205,2658,1686,4448,1128,1949,1718,4400,3695,791,3639,1821,2783,4061,2644,2466,1827,489,789,3765,2809,4429,2023,2488,3766,3390,1155,804,2447,2685,3984,747,738,2622
1520,2098,2408,971,4813,2722,1332,4363,2374,3335,2920,4527,4619,4499,1488,504,1635,182,4618,4584,2900,4805,4646,1808,1620,3691,1313,2239,2795,2581,3954,3843,2407,545,3578,4657,4343,855,4973,2100,4546,1098,953,3851,3482,4727,4214,3291,3669,3903,3386,3773,3658,208,1359,4139,419,4612,475,2365,982,1229,2300,4297,158
1521,4910,4156,4285,306,3774,1436,2514,2984,381,1474,4123,1434,432,417,888,4933,2437,298,4417,4913,1301,221,2438,2704,821,3719,4605,4026,2894,2583,1046,2278,3830,2086,1465,53,4891,469,3815,1090,2491,206,661,343,2036,34,4125,3659,1072,3062,3517,3126,1011,2537,2596,3079,2862,3870,1898,1400,616,297,4205,4578
1522,3506,1034,815,549,4876,1447,2859,3619,2743,4582,4654,3661,3225,4961,1397,1265,4115,4637,980,4359,870,1166,1005,3350,1139,164,3827,2401,3987,364,528,2202,1513,3504,2028,1728,4604,3057,551,3004,2501,3884,575,3098,2871,3877,2032,4234,4799,3818,732,4035,223,4044,119,4097,4986,870,136,370,2174,2503,2065,3137
1523,4960,2375,2812,2678,3039,143,2944,58,1590,3102,168,4398,3345,3256,1491,3052,4047,3418,1684,2719,3983,4264,2360,2424,2312,2790,2022,2412,3354,4937,3494,2897,3046,1529,2386,1906,3557,2684,2287,1084,377,447,1850,1652,1115,3289,1399,3960,3013,1763,3425,1510,4031,3387,4612,45,582,1409,3903,4630,3166,238,105,4250
1524,4746,1323,2788,3781,2179,1086,3048,3225,1190,351,1593,675,3772,2852,1947,4678,3411,3689,859,4180,1144,1609,1793,4007,1731,2440,1974,4503,2474,1321,1489,4984,4801,48,1407,1633,3066,2833,1078,4592,778,2557,3863,3519,708,3673,3730,311,4524,3599,1080,2663,2493,4152,1884,494,154,1298,4007,3334,3784,4389,4362,4096
1525,3694,2162,3357,192,2552,2143,627,3012,3126,2308,2443,4829,848,866,4451,3758,3185,3380,1018,3422,2759,1687,3674,762,2553,2804,2828,2417,2487,1327,4212,4391,494,405,2635,278,4184,2420,1802,2033,1648,915,1376,274,2552,4619,4711,4552,3209,298,1045,4077,4983,4418,298,2547,3564,3935,2463,2832,4200,4577,1526,4001
1526,698,2942,4224,2907,1182,1704,2309,586,451,3606,4444,3235,2687,3916,1034,3187,1269,500,1187,401,222,4996,3069,2463,2763,3487,2460,4299,4558,571,4013,4904,560,764,561,4458,3252,586,668,1882,4260,3937,4558,238,4337,4673,4305,4395,1014,1603,1473,3352,884,4458,100,4109,1621,4940,901,1791,4233,1689,1204,3537
1527,1968,821,4199,4232,2107,3863,1753,2970,3967,2617,3123,3410,3475,4121,4699,4869,1353,72,29,3620,4702,2546,3671,61,4264,77,3939,4388,2010,3856,4194,4093,3978,2567,2484,1216,157,4492,2080,4531,2400,3340,4335,3875,1368,2227,2006,2323,3170,996,4914,1325,978,876,3131,4828,2192,1344,3704,4099,3961,4056,1683,4205
1528,361,828,469,2613,751,2927,1066,1074,3697,4096,3251,4839,1903,4038,476,3810,1400,4238,2622,3059,3306,1598,2862,4165,4528,2466,1928,3157,1652,168,4518,4313,86,1705,3709,2535,2750,516,3362,4761,1801,4101,1883,3545,4694,2959,3049,3551,4883,3082,4691,2307,4561,1649,3891,2707,2328,1506,3362,910,3979,4574,2375,4288
1529,4303,1446,628,1441,2665,3412,2835,1799,977,4267,1439,4618,3572,980,2024,1449,3904,2932,4239,2164,2348,3034,2845,4550,3210,1574,2717,68,880,2468,1045,1840,348,4989,702,22,2434,4131,2123,1282,499,1371,2806,1012,1040,138,4283,996,3134,2085,54,4056,4164,1941,1171,3503,426,4568,2521,2912,3943,2681,1773,2391
1530,743,3713,4820,4245,2033,3967,4817,1505,912,563,4698,2288,1034,2774,1396,1502,1606,4411,520,3164,3429,4484,3676,4483,2938,1620,4435,2145,130,1565,3129,3807,1364,1370,1377,116,3321,4191,1210,4827,2783,3514,2589,3760,3663,4451,1551,4814,2036,4162,2889,3583,3369,4781,333,3649,164,4393,4478,3122,911,1355,627,2664
1531,1753,259,4482,369,2848,2650,2137,4200,512,4400,3152,1002,702,715,2742,1925,1988,690,3155,3947,2998,2881,63,4940,4584,4627,4763,2779,75,3563,2615,1721,2443,2477,2969,1524,1893,908,91,2700,4728,4177,4504,3441,3605,3548,3808,4136,2044,2612,272,1749,1034,859,1489,3550,3454,1227,4935,4542,4811,2482,4675,2895
1532,1959,1701,538,4340,691,4166,388,891,3482,3238,761,2838,3507,3852,1892,508,875,1145,4883,4261,1852,4160,3413,937,3153,3905,1862,1836,1270,3281,3768,1184,4699,1506,1948,533,1859,4422,3613,2663,1144,4947,4051,2523,6,2805,394,3803,1080,2945,2320,2458,4808,1405,1291,1788,135,890,3941,3917,48,295,4391,4102
1533,4277,1255,603,3898,3208,2258,3355,645,267,3670,3294,2928,3734,2793,2645,4390,3659,3951,949,1892,2134,234,870,4594,4144,4280,1912,2798,3834,847,1126,1224,4184,1905,1183,2465,3916,3327,2705,4211,1640,1564,2792,2743,191,1366,511,752,3291,1058,2387,4413,3836,2583,632,4830,1050,3501,1538,3935,1749,4335,4269,2737
1534,3345,865,1506,2998,1803,2975,4102,1820,3474,3619,3792,2902,430,86,3277,3982,2369,2714,2462,3442,4883,1036,998,160,4626,1354,2938,4884,2302,1298,4659,1619,1976,2296,1110,177,2616,4849,2139,1341,4475,4735,2927,642,209,3142,4502,1667,1796,1903,3994,2054,4435,4880,874,4718,4084,4990,3275,345,1668,4184,2195,4952
1535,3150,127,1833,4468,870,3460,433,943,1923,1599,4317,1825,1502,2810,4266,4785,2946,2388,323,2127,915,71,2367,880,226,1364,1951,2519,3073,506,2439,2553,4488,2245,3785,2097,1420,991,219,4918,862,4425,1768,1874,1291,1180,2747,1830,4752,1692,2517,2667,258,4982,385,4056,1920,4912,3252,3792,3821,3506,133,2302
1536,4399,4667,2929,257,1882,3171,4384,1007,148,2658,3207,3421,1668,4174,681,4977,882,4178,2005,1203,876,3475,4729,759,1742,1005,3803,3228,1085,298,2314,1945,1600,777,1260,348,2844,3359,3170,4384,2710,1439,2282,4670,162,385,4171,4910,2592,3624,1939,3272,924,787,3360,3887,1952,635,68,639,1434,4454,2488,1985
1537,1013,3202,4257,784,332,1185,4963,3030,2976,4593,2459,3678,31,570,4721,1885,457,1546,1896,3446,4311,2490,452,2693,2456,1972,4384,938,1592,1764,336,633,2849,3274,1514,1912,3516,252,4649,1723,914,2910,3991,3218,1494,2780,3539,3952,2661,2623,1303,2451,4457,3395,4260,2283,1289,2955,1054,175,2137,3013,1676,1064
1538,4157,4042,631,1836,1636,1882,3555,3731,2534,691,1622,3358,2773,270,3683,3033,3305,4450,521,2273,779,3806,2738,4548,153,1792,713,4174,713,1380,217,2036,1360,1845,4272,3030,1605,724,909,757,2222,4412,805,2136,1660,4484,3420,372,2582,4592,740,3456,4275,2456,2487,3912,1115,2371,3357,1212,2107,4560,1727,4734
1539,1794,3141,4643,2263,1496,2685,2176,2561,2192,2488,1516,3202,2337,1647,3306,253,3507,4557,1689,479,205,2957,1235,3938,2954,4866,2770,2131,2797,3030,2549,486,1175,3335,2851,791,3336,245,745,1306,706,2147,2984,61,1278,2461,1213,4279,1799,1327,4365,2515,1098,2194,822,4353,371,2461,3532,1895,2404,2320,4489,2988
1540,975,547,3432,1751,3178,3862,4947,2891,1156,1947,2611,1165,3724,2556,3635,1352,3161,4776,2548,1380,1991,1879,200,1663,4154,2662,4813,4531,4965,560,2501,501,3021,3215,4895,4681,2802,605,3154,4468,4345,3339,28,2416,360,3422,2547,2330,612,4820,1944,4394,4135,1348,3402,1514,359,3037,419,280,1924,1591,4373,940
1541,623,4555,65,415,3098,732,3930,1058,2328,3582,3583,2911,2262,1859,1993,2142,4409,4257,4906,756,4828,1799,2867,652,3883,4127,177,3364,1606,4834,4749,1738,3974,1256,1339,1580,3108,2776,2232,1605,1452,3278,1118,1635,4687,3917,4225,4286,4309,886,691,141,2298,3396,4226,1872,3013,1096,2947,3598,4215,3927,1254,630
1542,2675,4020,4083,243,3,4404,354,1895,2931,4556,2946,2319,3027,2397,2047,3280,4566,1300,479,4892,1261,2486,1358,1419,1580,2250,1645,2753,1885,319,3505,1068,4891,3962,49,3017,2206,3593,2764,582,1293,2289,782,1889,64,3430,1836,830,924,580,2156,3869,4377,3272,543,681,1508,649,17,276,4706,4817,828,2412
